project_category,project_budget_usd,project_deadline_days,fl_experience_level,fl_hourly_rate,fl_n_projects,fl_completion_rate,fl_on_time_rate,fl_avg_rating,fl_dispute_rate,fl_repeat_client_rate,fl_available_in_days,fl_hours_per_week,fl_avg_response_hours,fl_portfolio_score,budget_match_score,deadline_feasible,category_match,exp_level_num,success,project_category_enc
writing,2000,14,mid,33.08,71,0.832,0.691,4.32,0.127,0.705,0,10,5.2,5.4,0.662,1,0,2,1,4
data,2000,30,expert,72.72,112,0.932,0.688,4.62,0.148,0.706,3,20,5.6,7.8,0.546,1,0,4,1,0
design,5000,30,junior,14.19,12,0.549,0.659,3.36,0.213,0.563,14,30,10.8,1.4,0.114,1,0,1,1,1
dev,20000,14,junior,15.83,44,0.644,0.721,3.21,0.16,0.207,3,20,2.7,0.2,0.032,1,1,1,1,2
design,500,60,expert,103.62,67,1.0,0.999,4.91,0.016,0.993,0,30,44.7,6.9,-1.0,1,1,4,1,1
writing,1000,14,senior,51.22,66,0.877,0.845,4.41,0.106,0.621,3,30,4.9,5.3,-0.049,1,1,3,0,4
data,1000,7,junior,9.32,17,0.691,0.567,2.95,0.19,0.695,3,30,11.1,3.2,0.373,1,1,1,1,0
dev,2000,30,junior,8.0,24,0.562,0.664,3.14,0.231,0.471,0,10,5.3,1.5,0.16,1,0,1,1,2
design,500,30,junior,12.19,5,0.744,0.732,2.72,0.249,0.582,1,20,0.6,1.9,0.975,1,1,1,1,1
writing,2000,14,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.498,0,1,2,1,4
writing,1000,7,mid,36.77,27,0.613,0.902,3.79,0.159,0.675,0,10,7.7,3.6,0.529,1,1,2,1,4
data,1000,30,senior,42.1,4,0.806,0.884,4.86,0.11,0.861,3,40,5.3,6.8,0.316,1,1,3,0,0
marketing,2000,90,junior,13.92,25,0.62,0.623,3.35,0.249,0.449,0,20,13.6,2.3,0.278,1,1,1,0,3
writing,500,7,mid,30.46,4,0.925,0.716,3.83,0.151,0.688,7,20,2.5,3.9,-0.437,0,1,2,0,4
marketing,5000,30,junior,8.0,4,0.634,0.56,3.66,0.259,0.645,0,20,0.9,4.2,0.064,1,0,1,1,3
data,10000,30,mid,33.19,43,0.791,0.63,4.01,0.146,0.758,0,30,13.1,2.9,0.133,1,1,2,1,0
design,1000,14,mid,30.99,26,0.9,0.849,4.52,0.133,0.655,0,40,7.0,3.7,0.76,1,1,2,1,1
dev,500,30,expert,82.97,1,1.0,0.732,5.0,0.084,0.733,14,10,1.6,9.0,-1.0,1,1,4,0,2
writing,2000,30,mid,34.49,28,0.778,0.791,4.09,0.157,0.759,14,40,1.9,3.8,0.69,1,1,2,1,4
writing,5000,30,senior,50.95,169,0.858,0.873,3.41,0.114,0.873,7,20,4.7,5.0,0.408,1,1,3,1,4
marketing,5000,90,senior,65.17,2,0.861,0.909,4.45,0.101,0.829,1,40,6.7,5.9,0.521,1,1,3,1,3
dev,1000,60,junior,16.55,3,0.677,0.599,3.56,0.166,0.472,7,20,6.0,2.8,0.662,1,1,1,0,2
marketing,5000,14,senior,76.1,16,0.882,0.759,4.7,0.086,0.623,14,20,3.0,5.0,0.609,0,1,3,1,3
writing,500,60,junior,19.17,9,0.659,0.557,3.74,0.161,0.705,1,20,4.1,1.0,0.466,1,1,1,1,4
marketing,5000,60,junior,17.35,7,0.64,0.534,3.16,0.172,0.662,7,20,4.0,1.4,0.139,1,1,1,1,3
marketing,10000,90,expert,69.76,55,1.0,0.767,4.27,0.06,0.748,14,40,2.6,8.9,0.279,1,1,4,1,3
design,20000,30,mid,30.99,26,0.9,0.849,4.52,0.133,0.655,0,40,7.0,3.7,0.062,1,1,2,1,1
design,500,14,mid,31.69,140,0.761,0.662,4.29,0.18,0.817,7,40,7.1,3.5,-0.535,0,1,2,0,1
data,500,60,mid,20.65,1,0.681,0.846,4.17,0.141,0.633,3,10,0.6,4.6,0.348,1,1,2,1,0
dev,10000,30,mid,32.55,11,0.824,0.86,3.96,0.133,0.731,7,20,3.1,3.8,0.13,1,1,2,0,2
data,2000,14,expert,154.05,25,0.968,0.855,4.39,0.057,0.968,14,40,1.4,8.8,-1.0,0,1,4,1,0
dev,5000,30,expert,100.27,4,0.899,0.968,5.0,0.087,0.954,30,30,5.8,7.8,0.802,0,1,4,1,2
dev,500,60,senior,29.47,116,0.814,0.813,3.8,0.09,0.877,0,40,3.3,5.3,-0.358,1,1,3,1,2
dev,2000,30,mid,25.41,7,0.779,0.754,3.56,0.157,0.645,0,20,13.3,3.6,0.508,1,1,2,1,2
marketing,1000,30,mid,49.36,2,0.643,0.652,3.65,0.151,0.646,3,20,1.9,3.1,0.026,1,1,2,0,3
writing,2000,60,mid,22.46,32,0.791,0.887,4.0,0.143,0.803,1,20,1.3,3.8,0.449,1,1,2,1,4
dev,5000,30,junior,8.0,1,0.606,0.698,3.29,0.166,0.631,3,40,7.7,1.6,0.064,1,1,1,1,2
dev,5000,60,mid,41.62,25,0.703,0.848,3.68,0.093,0.579,0,40,1.8,4.4,0.333,1,1,2,1,2
marketing,10000,30,junior,15.64,34,0.597,0.588,3.71,0.179,0.397,14,20,14.7,2.6,0.063,1,1,1,1,3
design,500,14,junior,8.0,21,0.768,0.577,3.63,0.144,0.694,1,10,3.4,3.4,0.64,1,1,1,1,1
dev,1000,7,mid,42.22,0,0.0,0.0,0.0,0.0,0.0,7,40,0.2,4.4,0.311,0,1,2,0,2
marketing,1000,30,senior,65.17,2,0.861,0.909,4.45,0.101,0.829,1,40,6.7,5.9,-0.607,1,1,3,1,3
marketing,2000,14,senior,43.23,120,0.893,0.793,4.3,0.068,0.559,3,40,0.9,7.1,0.865,1,1,3,1,3
writing,5000,7,junior,11.63,30,0.598,0.519,3.17,0.176,0.597,7,40,0.9,0.0,0.093,0,1,1,1,4
writing,5000,60,junior,22.31,9,0.628,0.694,3.45,0.201,0.569,0,20,9.8,1.4,0.178,1,1,1,0,4
marketing,500,30,junior,16.84,11,0.723,0.573,3.35,0.219,0.371,0,20,9.9,2.6,0.653,1,1,1,0,3
writing,500,14,junior,16.87,17,0.58,0.716,3.24,0.226,0.496,7,30,1.4,1.9,0.65,0,1,1,1,4
dev,1000,14,mid,35.2,120,0.588,0.689,4.5,0.19,0.661,1,30,13.3,3.9,0.592,1,0,2,1,2
dev,2000,14,expert,90.27,1,0.972,0.88,4.95,0.108,0.871,3,40,17.3,8.3,0.195,1,1,4,1,2
design,500,30,expert,109.73,60,0.786,0.762,4.52,0.125,0.826,0,30,7.1,8.3,-1.0,1,1,4,1,1
marketing,2000,30,mid,30.31,10,0.735,0.736,3.79,0.18,0.845,0,10,1.4,4.9,0.606,1,1,2,0,3
dev,20000,90,junior,14.19,12,0.549,0.659,3.36,0.213,0.563,14,30,10.8,1.4,0.028,1,1,1,0,2
marketing,5000,60,senior,55.62,69,0.684,0.837,4.56,0.104,0.613,1,30,0.8,6.1,0.445,1,1,3,1,3
design,500,7,junior,8.66,17,0.749,0.696,3.13,0.226,0.75,3,30,1.4,0.9,0.693,1,1,1,1,1
design,500,60,mid,35.53,11,0.698,0.612,4.08,0.203,0.613,0,30,0.5,2.3,-0.842,1,1,2,1,1
data,1000,30,mid,44.67,42,0.72,0.655,3.88,0.148,0.664,14,30,1.9,5.6,0.213,1,1,2,0,0
design,500,60,junior,17.77,3,0.695,0.555,3.89,0.219,0.415,0,30,0.3,2.9,0.578,1,1,1,1,1
data,5000,30,expert,101.71,65,0.959,1.0,4.29,0.053,0.702,1,30,2.8,7.1,0.814,1,1,4,1,0
data,2000,60,senior,32.11,49,0.877,0.781,5.0,0.043,1.0,1,30,1.6,6.1,0.642,1,0,3,0,0
design,1000,30,expert,108.7,71,0.915,1.0,4.27,0.0,0.795,7,20,2.4,6.4,-1.0,1,1,4,1,1
dev,1000,60,senior,83.65,61,0.863,0.823,4.79,0.077,0.846,3,10,1.8,5.1,-1.0,1,1,3,1,2
data,500,7,senior,79.1,41,0.954,0.84,4.19,0.104,0.726,7,30,34.9,7.6,-1.0,0,0,3,0,0
data,2000,14,expert,112.75,1,0.846,0.965,4.61,0.035,0.834,14,10,6.9,10.0,-0.255,0,1,4,0,0
data,10000,14,mid,8.88,5,0.707,0.763,4.59,0.171,0.784,14,20,7.9,4.8,0.036,0,0,2,1,0
dev,10000,30,expert,76.54,45,0.881,0.96,4.65,0.045,0.855,0,20,0.5,7.6,0.306,1,1,4,1,2
design,5000,60,mid,36.81,36,0.783,0.743,4.61,0.176,0.557,3,30,1.0,4.9,0.294,1,1,2,0,1
data,2000,30,junior,19.65,21,0.685,0.721,3.13,0.231,0.579,14,40,0.5,1.3,0.393,1,1,1,0,0
marketing,1000,30,senior,99.75,62,0.795,0.853,4.77,0.066,0.781,0,10,1.1,7.3,-1.0,1,1,3,1,3
data,2000,60,expert,112.75,1,0.846,0.965,4.61,0.035,0.834,14,10,6.9,10.0,-0.255,1,1,4,1,0
data,500,30,mid,20.65,1,0.681,0.846,4.17,0.141,0.633,3,10,0.6,4.6,0.348,1,1,2,1,0
writing,500,60,mid,30.46,4,0.925,0.716,3.83,0.151,0.688,7,20,2.5,3.9,-0.437,1,1,2,0,4
marketing,2000,30,junior,14.11,54,0.579,0.717,3.46,0.135,0.497,0,40,9.2,2.0,0.282,1,1,1,1,3
dev,2000,60,mid,23.56,29,0.921,0.742,4.13,0.135,0.699,0,20,4.7,3.3,0.471,1,1,2,1,2
marketing,10000,30,senior,79.1,41,0.954,0.84,4.19,0.104,0.726,7,30,34.9,7.6,0.316,1,1,3,0,3
dev,2000,60,expert,93.25,82,0.99,0.907,3.61,0.057,0.87,14,40,2.9,8.6,0.135,1,1,4,1,2
marketing,1000,14,senior,44.58,139,0.866,0.964,4.12,0.06,0.782,3,30,21.9,5.6,0.217,1,1,3,1,3
data,1000,60,mid,18.68,34,0.768,0.695,3.3,0.15,0.875,0,30,10.6,3.9,0.747,1,1,2,0,0
dev,500,60,junior,8.0,3,0.52,0.617,2.28,0.184,0.712,7,30,10.4,2.3,0.64,1,1,1,1,2
writing,1000,30,junior,16.87,17,0.58,0.716,3.24,0.226,0.496,7,30,1.4,1.9,0.675,1,1,1,1,4
data,1000,14,mid,21.93,11,0.816,0.689,4.12,0.118,0.616,1,10,6.7,4.9,0.877,1,1,2,1,0
writing,5000,30,senior,70.69,109,0.865,0.848,4.43,0.12,0.752,0,30,12.6,5.9,0.566,1,1,3,1,4
design,1000,30,mid,26.22,27,0.759,0.875,4.65,0.166,0.74,14,30,20.6,4.0,0.951,1,1,2,1,1
design,2000,60,expert,69.76,55,1.0,0.767,4.27,0.06,0.748,14,40,2.6,8.9,0.605,1,0,4,1,1
marketing,2000,90,senior,85.95,8,0.636,0.724,4.18,0.152,0.808,0,30,7.3,4.4,0.281,1,0,3,0,3
marketing,10000,30,senior,45.25,10,0.739,0.894,4.01,0.094,0.855,0,20,3.6,5.0,0.181,1,0,3,0,3
dev,5000,60,senior,75.08,6,0.835,0.808,4.07,0.128,0.786,7,40,11.0,7.0,0.601,1,1,3,1,2
marketing,1000,60,senior,42.04,67,0.902,0.858,4.27,0.082,0.773,0,40,0.8,7.3,0.318,1,1,3,1,3
data,500,14,mid,30.46,4,0.925,0.716,3.83,0.151,0.688,7,20,2.5,3.9,-0.437,0,0,2,1,0
marketing,500,60,senior,55.62,69,0.684,0.837,4.56,0.104,0.613,1,30,0.8,6.1,-1.0,1,1,3,1,3
design,20000,90,expert,104.45,60,0.945,0.793,4.57,0.054,0.923,3,40,0.4,8.2,0.209,1,1,4,1,1
writing,5000,60,senior,70.69,109,0.865,0.848,4.43,0.12,0.752,0,30,12.6,5.9,0.566,1,1,3,1,4
marketing,1000,90,mid,25.96,24,0.715,0.656,4.16,0.193,0.638,1,30,1.4,3.6,0.962,1,1,2,1,3
marketing,5000,30,senior,71.1,3,0.812,0.835,4.55,0.133,0.781,7,10,1.5,5.5,0.569,1,0,3,1,3
dev,20000,30,mid,33.99,89,0.879,0.729,3.74,0.189,0.631,7,20,4.5,2.6,0.068,1,1,2,1,2
data,1000,14,senior,54.59,9,0.767,0.951,4.46,0.17,0.819,0,30,0.8,6.5,-0.184,1,1,3,1,0
dev,5000,30,senior,35.11,25,0.902,0.931,4.53,0.11,0.939,1,20,12.7,7.3,0.281,1,1,3,1,2
design,10000,14,expert,106.57,17,0.858,0.98,4.77,0.052,0.949,0,20,0.4,7.9,0.426,1,1,4,1,1
design,1000,90,senior,85.04,67,0.906,0.924,4.31,0.122,0.686,14,30,7.2,5.8,-1.0,1,1,3,0,1
dev,5000,30,senior,87.16,72,0.897,1.0,5.0,0.058,0.611,1,40,1.1,6.8,0.697,1,0,3,1,2
design,10000,14,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,0.112,1,1,2,1,1
design,5000,60,junior,8.66,17,0.749,0.696,3.13,0.226,0.75,3,30,1.4,0.9,0.069,1,1,1,1,1
design,1000,30,mid,34.43,4,0.787,0.623,4.28,0.22,0.678,0,30,11.0,4.5,0.623,1,1,2,1,1
design,10000,30,senior,29.47,116,0.814,0.813,3.8,0.09,0.877,0,40,3.3,5.3,0.118,1,0,3,0,1
marketing,10000,7,mid,42.65,24,0.798,0.674,3.68,0.171,0.797,14,20,4.8,3.7,0.171,0,1,2,1,3
data,2000,60,mid,38.57,5,0.66,0.789,3.8,0.195,0.625,0,20,9.9,3.4,0.771,1,1,2,1,0
dev,1000,30,expert,127.78,6,1.0,0.975,4.5,0.037,0.801,1,20,15.6,8.0,-1.0,1,1,4,1,2
writing,5000,7,mid,26.42,105,0.737,0.739,3.26,0.168,0.767,0,10,21.9,3.3,0.211,1,1,2,1,4
writing,1000,30,mid,47.35,6,0.893,0.807,3.84,0.159,0.62,14,30,6.6,4.1,0.106,1,1,2,0,4
design,2000,60,senior,32.11,49,0.877,0.781,5.0,0.043,1.0,1,30,1.6,6.1,0.642,1,1,3,1,1
marketing,2000,60,junior,9.27,14,0.775,0.429,3.19,0.175,0.733,1,10,22.3,2.6,0.185,1,1,1,1,3
writing,5000,30,mid,26.42,105,0.737,0.739,3.26,0.168,0.767,0,10,21.9,3.3,0.211,1,1,2,1,4
marketing,1000,30,expert,79.27,22,0.823,0.965,5.0,0.051,0.678,3,30,0.1,8.5,-1.0,1,0,4,1,3
writing,2000,14,mid,51.16,70,0.906,0.566,3.68,0.158,0.51,1,20,0.6,3.1,0.977,1,1,2,0,4
marketing,2000,14,junior,15.64,34,0.597,0.588,3.71,0.179,0.397,14,20,14.7,2.6,0.313,0,1,1,1,3
marketing,500,90,mid,51.54,111,0.711,0.884,4.0,0.138,0.68,0,30,0.1,4.1,-1.0,1,1,2,1,3
dev,2000,30,senior,45.8,18,0.925,0.809,4.96,0.063,0.894,1,40,1.7,7.2,0.916,1,0,3,1,2
data,1000,90,mid,32.59,23,0.801,0.803,3.58,0.133,0.615,14,30,3.7,3.7,0.696,1,1,2,1,0
data,500,30,mid,21.93,11,0.816,0.689,4.12,0.118,0.616,1,10,6.7,4.9,0.246,1,1,2,0,0
dev,500,30,senior,58.15,4,0.746,0.86,3.78,0.117,0.699,14,30,7.9,5.1,-1.0,1,0,3,0,2
marketing,5000,60,senior,93.74,21,0.95,0.689,4.22,0.099,0.856,3,30,2.8,6.9,0.75,1,1,3,1,3
writing,1000,60,junior,13.85,1,0.67,0.557,4.12,0.193,0.624,0,30,3.7,3.3,0.554,1,1,1,0,4
dev,1000,30,junior,11.02,30,0.562,0.479,3.36,0.189,0.7,3,10,8.7,2.0,0.441,1,1,1,1,2
design,500,30,expert,96.65,60,0.868,0.839,4.46,0.012,0.889,0,40,2.7,6.6,-1.0,1,0,4,0,1
design,500,30,mid,54.5,40,0.815,0.583,4.44,0.182,0.609,3,40,13.7,5.0,-1.0,1,1,2,0,1
marketing,5000,14,junior,20.32,92,0.57,0.652,3.6,0.205,0.665,0,30,2.5,0.8,0.163,1,1,1,0,3
data,1000,60,junior,23.02,24,0.679,0.477,2.85,0.193,0.558,7,40,4.0,1.7,0.921,1,1,1,1,0
design,1000,30,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,0.878,1,1,2,1,1
writing,1000,60,expert,111.44,200,0.927,0.955,4.52,0.038,0.879,3,10,10.9,9.4,-1.0,1,1,4,1,4
writing,500,7,junior,13.85,1,0.67,0.557,4.12,0.193,0.624,0,30,3.7,3.3,0.892,1,1,1,1,4
marketing,2000,30,junior,20.79,19,0.593,0.497,2.35,0.238,0.517,1,30,13.7,1.7,0.416,1,1,1,0,3
marketing,2000,60,mid,21.84,38,0.82,0.793,3.4,0.105,0.605,0,40,2.0,3.3,0.437,1,0,2,0,3
data,20000,14,senior,42.1,4,0.806,0.884,4.86,0.11,0.861,3,40,5.3,6.8,0.084,1,1,3,1,0
data,10000,7,mid,49.38,13,0.708,0.811,3.95,0.111,0.768,0,30,2.0,2.6,0.198,1,1,2,0,0
marketing,500,30,junior,8.26,31,0.752,0.666,2.74,0.223,0.453,14,10,12.1,1.0,0.661,1,0,1,1,3
design,500,14,junior,21.46,59,0.504,0.601,2.94,0.203,0.343,0,20,10.3,0.1,0.283,1,1,1,1,1
design,500,14,junior,9.03,19,0.71,0.667,2.63,0.181,0.74,1,30,0.1,3.0,0.722,1,0,1,1,1
writing,1000,14,mid,36.96,48,0.618,0.753,3.59,0.143,0.73,3,40,4.3,3.0,0.522,1,0,2,0,4
data,10000,60,senior,53.0,200,0.786,0.907,4.68,0.147,0.828,1,40,7.7,5.6,0.212,1,1,3,1,0
marketing,5000,30,junior,19.45,3,0.627,0.555,3.46,0.147,0.714,0,10,4.1,1.0,0.156,1,1,1,1,3
dev,20000,90,senior,35.11,25,0.902,0.931,4.53,0.11,0.939,1,20,12.7,7.3,0.07,1,1,3,1,2
marketing,2000,30,junior,9.19,1,0.793,0.532,2.63,0.19,0.568,3,30,3.4,2.6,0.184,1,1,1,1,3
marketing,20000,60,mid,20.05,2,0.759,0.775,4.05,0.151,0.713,0,20,5.4,4.2,0.04,1,0,2,1,3
design,1000,60,senior,50.95,169,0.858,0.873,3.41,0.114,0.873,7,20,4.7,5.0,-0.038,1,0,3,1,1
marketing,10000,90,senior,77.28,99,0.868,0.872,4.52,0.152,0.797,3,40,4.1,5.6,0.309,1,1,3,1,3
data,10000,90,mid,21.93,11,0.816,0.689,4.12,0.118,0.616,1,10,6.7,4.9,0.088,1,1,2,1,0
dev,1000,30,junior,21.39,23,0.604,0.634,3.1,0.179,0.48,3,30,5.2,1.4,0.856,1,0,1,1,2
writing,5000,14,senior,98.51,2,0.681,0.763,4.49,0.048,0.725,3,10,7.1,5.5,0.788,1,0,3,0,4
writing,500,30,expert,96.13,13,0.889,0.816,4.78,0.013,0.926,0,40,0.1,7.6,-1.0,1,0,4,1,4
dev,5000,14,junior,11.17,9,0.607,0.622,3.56,0.22,0.536,0,20,5.0,1.6,0.089,1,1,1,1,2
data,1000,30,mid,29.18,78,0.819,0.599,3.99,0.13,0.727,0,10,0.8,5.5,0.833,1,1,2,0,0
design,500,60,junior,18.73,0,0.0,0.0,0.0,0.0,0.0,30,10,9.5,1.4,0.502,0,0,1,1,1
design,5000,60,junior,18.9,5,0.73,0.628,3.32,0.192,0.512,7,20,5.9,1.9,0.151,1,1,1,1,1
data,500,30,mid,24.62,64,0.692,0.539,4.06,0.195,0.757,0,20,0.8,4.6,0.03,1,1,2,1,0
dev,1000,90,junior,8.0,3,0.52,0.617,2.28,0.184,0.712,7,30,10.4,2.3,0.32,1,1,1,1,2
data,5000,14,senior,65.74,13,0.99,0.85,4.76,0.102,0.793,3,30,10.8,5.4,0.526,1,0,3,1,0
data,500,60,senior,49.89,2,0.896,0.681,4.75,0.105,0.754,1,20,1.6,4.5,-1.0,1,1,3,1,0
data,1000,30,expert,112.75,1,0.846,0.965,4.61,0.035,0.834,14,10,6.9,10.0,-1.0,1,1,4,1,0
design,1000,7,junior,10.49,12,0.723,0.545,3.2,0.181,0.724,3,30,9.0,1.7,0.42,1,1,1,0,1
writing,20000,90,junior,13.85,1,0.67,0.557,4.12,0.193,0.624,0,30,3.7,3.3,0.028,1,1,1,0,4
data,20000,14,mid,34.27,3,0.73,0.681,3.77,0.123,0.608,0,10,0.7,3.3,0.069,1,1,2,1,0
data,1000,30,junior,11.37,51,0.509,0.455,2.91,0.187,0.44,7,20,2.8,2.0,0.455,1,1,1,1,0
design,1000,60,mid,36.26,86,0.729,0.761,3.46,0.124,0.86,7,20,4.2,3.7,0.55,1,1,2,1,1
design,500,30,mid,51.6,44,0.832,0.841,3.78,0.166,0.74,1,20,4.2,6.0,-1.0,1,1,2,1,1
dev,1000,30,mid,42.22,0,0.0,0.0,0.0,0.0,0.0,7,40,0.2,4.4,0.311,1,1,2,0,2
design,10000,14,senior,80.04,34,0.843,0.89,4.52,0.079,0.659,7,20,10.9,5.6,0.32,0,1,3,0,1
writing,500,30,junior,11.63,30,0.598,0.519,3.17,0.176,0.597,7,40,0.9,0.0,0.93,1,1,1,0,4
design,1000,14,junior,10.02,11,0.675,0.712,2.92,0.218,0.541,3,10,0.8,2.5,0.401,1,1,1,1,1
writing,2000,30,junior,11.17,9,0.607,0.622,3.56,0.22,0.536,0,20,5.0,1.6,0.223,1,0,1,0,4
data,1000,30,mid,54.04,164,0.753,0.633,4.29,0.147,0.569,3,20,0.2,4.4,-0.162,1,1,2,1,0
marketing,5000,30,mid,35.2,120,0.588,0.689,4.5,0.19,0.661,1,30,13.3,3.9,0.282,1,1,2,0,3
dev,5000,60,mid,28.79,17,0.904,0.568,3.24,0.211,0.886,1,10,4.1,3.9,0.23,1,1,2,0,2
data,5000,60,expert,44.21,62,0.977,0.836,4.09,0.058,0.681,7,20,7.8,9.3,0.354,1,1,4,1,0
data,2000,90,mid,37.38,24,0.869,0.713,3.43,0.155,0.671,14,10,4.4,3.5,0.748,1,1,2,1,0
writing,10000,90,junior,18.73,0,0.0,0.0,0.0,0.0,0.0,30,10,9.5,1.4,0.075,1,1,1,0,4
marketing,500,30,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.57,1,1,1,1,3
marketing,2000,60,mid,48.25,20,0.79,0.795,4.05,0.169,0.623,7,20,27.3,3.1,0.965,1,1,2,1,3
marketing,5000,7,mid,46.87,157,0.882,0.809,4.22,0.158,0.584,0,40,0.9,4.3,0.375,1,1,2,1,3
marketing,500,7,mid,48.25,20,0.79,0.795,4.05,0.169,0.623,7,20,27.3,3.1,-1.0,0,1,2,1,3
marketing,500,90,expert,108.22,37,0.827,0.903,4.63,0.057,1.0,0,30,0.1,8.1,-1.0,1,1,4,0,3
marketing,10000,30,junior,19.23,10,0.619,0.566,2.71,0.222,0.53,7,30,26.7,1.3,0.077,1,1,1,1,3
design,5000,30,mid,26.22,27,0.759,0.875,4.65,0.166,0.74,14,30,20.6,4.0,0.21,1,1,2,1,1
dev,500,7,mid,37.62,27,0.66,0.772,3.87,0.194,0.607,0,40,2.2,3.7,-1.0,1,1,2,0,2
data,2000,14,junior,14.75,1,0.6,0.55,3.42,0.188,0.427,0,30,2.9,0.9,0.295,1,1,1,1,0
dev,2000,7,mid,48.22,63,0.843,0.86,3.97,0.114,0.658,1,10,1.9,3.3,0.964,1,0,2,1,2
design,1000,60,mid,44.55,14,0.925,0.792,4.03,0.177,0.618,1,10,1.7,4.5,0.218,1,0,2,1,1
design,1000,14,junior,18.9,5,0.73,0.628,3.32,0.192,0.512,7,20,5.9,1.9,0.756,0,1,1,0,1
design,5000,90,junior,12.96,0,0.0,0.0,0.0,0.0,0.0,3,20,1.4,0.2,0.104,1,0,1,0,1
dev,2000,30,senior,28.15,12,0.87,0.747,4.1,0.158,0.824,1,40,15.4,4.3,0.563,1,1,3,1,2
marketing,2000,14,senior,93.43,63,0.952,0.759,4.37,0.158,0.755,3,30,3.8,5.0,0.131,1,1,3,1,3
dev,500,60,junior,24.2,14,0.7,0.626,3.46,0.2,0.435,0,30,3.3,2.0,0.064,1,1,1,1,2
data,1000,30,senior,73.05,2,0.832,0.838,4.47,0.146,0.788,3,30,9.3,5.6,-0.922,1,1,3,1,0
dev,1000,30,senior,67.22,26,0.905,0.825,4.5,0.105,0.628,1,30,0.7,5.7,-0.689,1,1,3,1,2
marketing,1000,60,mid,29.87,16,0.88,0.648,4.15,0.113,0.857,3,30,12.7,5.8,0.805,1,1,2,1,3
dev,5000,30,junior,9.03,19,0.71,0.667,2.63,0.181,0.74,1,30,0.1,3.0,0.072,1,1,1,1,2
design,1000,60,mid,38.72,25,0.808,0.643,3.82,0.13,0.494,0,10,17.0,4.8,0.451,1,0,2,0,1
dev,10000,30,mid,20.08,10,0.893,0.75,4.0,0.129,0.617,7,20,2.2,3.5,0.08,1,1,2,1,2
data,1000,14,senior,27.63,15,1.0,0.777,3.63,0.151,0.873,0,20,14.0,5.5,0.895,1,1,3,1,0
marketing,2000,90,junior,20.32,92,0.57,0.652,3.6,0.205,0.665,0,30,2.5,0.8,0.406,1,1,1,1,3
marketing,500,7,mid,29.87,16,0.88,0.648,4.15,0.113,0.857,3,30,12.7,5.8,-0.39,1,1,2,1,3
data,5000,30,senior,51.22,66,0.877,0.845,4.41,0.106,0.621,3,30,4.9,5.3,0.41,1,0,3,0,0
design,2000,90,senior,79.1,41,0.954,0.84,4.19,0.104,0.726,7,30,34.9,7.6,0.418,1,0,3,1,1
data,2000,60,mid,24.62,64,0.692,0.539,4.06,0.195,0.757,0,20,0.8,4.6,0.492,1,1,2,1,0
marketing,500,30,junior,14.5,5,0.638,0.503,3.31,0.197,0.813,3,10,5.6,1.0,0.84,1,1,1,1,3
marketing,1000,14,junior,17.35,7,0.64,0.534,3.16,0.172,0.662,7,20,4.0,1.4,0.694,0,1,1,1,3
design,5000,60,mid,17.48,99,0.865,0.623,3.79,0.12,0.784,3,30,13.8,4.6,0.14,1,1,2,1,1
marketing,2000,60,junior,10.5,59,0.587,0.614,3.48,0.222,0.65,3,30,4.3,2.4,0.21,1,0,1,0,3
marketing,1000,14,junior,19.47,8,0.733,0.529,3.75,0.205,0.818,3,30,10.0,1.3,0.779,1,1,1,1,3
dev,2000,7,junior,15.83,44,0.644,0.721,3.21,0.16,0.207,3,20,2.7,0.2,0.317,1,1,1,0,2
data,1000,90,senior,42.1,4,0.806,0.884,4.86,0.11,0.861,3,40,5.3,6.8,0.316,1,1,3,1,0
writing,10000,30,mid,39.46,56,0.81,0.809,4.5,0.134,0.618,3,30,0.1,2.9,0.158,1,0,2,1,4
writing,5000,30,senior,111.41,38,0.893,0.987,4.35,0.143,0.918,1,30,8.2,6.5,0.891,1,1,3,1,4
writing,5000,30,expert,85.84,169,1.0,1.0,4.16,0.065,0.783,1,30,1.6,7.9,0.687,1,1,4,1,4
writing,5000,90,mid,37.92,55,0.776,0.785,3.55,0.157,0.682,14,30,1.8,6.8,0.303,1,0,2,0,4
marketing,500,7,senior,93.43,63,0.952,0.759,4.37,0.158,0.755,3,30,3.8,5.0,-1.0,1,1,3,1,3
data,2000,90,mid,24.0,57,0.812,0.639,3.82,0.152,0.695,0,40,0.5,4.1,0.48,1,1,2,1,0
dev,500,60,junior,17.43,6,0.766,0.628,3.38,0.211,0.497,0,40,0.3,1.1,0.606,1,1,1,0,2
marketing,500,14,junior,13.92,25,0.62,0.623,3.35,0.249,0.449,0,20,13.6,2.3,0.886,1,1,1,1,3
dev,2000,7,senior,72.19,107,0.849,0.807,4.4,0.125,0.631,30,30,1.8,6.6,0.556,0,0,3,1,2
data,5000,14,mid,27.76,25,0.734,0.612,3.91,0.114,0.773,14,20,4.1,3.9,0.222,0,0,2,1,0
design,5000,90,junior,11.37,51,0.509,0.455,2.91,0.187,0.44,7,20,2.8,2.0,0.091,1,0,1,1,1
